run_id,model,condition,task,task_complexity,rep,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_cost_usd,extraction_ok,extraction_error,structure_valid,structure_errors,rule_1_type_pass,rule_1_type_detail,rule_2_separator_pass,rule_2_separator_detail,rule_3_imperative_pass,rule_3_imperative_detail,rule_4_no_period_pass,rule_4_no_period_detail,rule_5_lowercase_pass,rule_5_lowercase_detail,rule_6_scope_vocab_pass,rule_6_scope_vocab_detail,rule_7_gitmoji_pass,rule_7_gitmoji_detail,rule_8_body_why_what_pass,rule_8_body_why_what_detail,rule_9_body_word_count_pass,rule_9_body_word_count_detail,rule_10_trailer_format_pass,rule_10_trailer_format_detail,rule_11_signed_off_by_pass,rule_11_signed_off_by_detail,rule_12_breaking_footer_pass,rule_12_breaking_footer_detail,rule_13_ticket_ref_pass,rule_13_ticket_ref_detail,rule_14_subject_length_pass,rule_14_subject_length_detail,auto_score,scored_rules
zai-coding-plan-glm-4.7_markdown_task2_rep1,zai-coding-plan/glm-4.7,markdown,2,medium,1,10935,143,658,13086,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task2_rep2,zai-coding-plan/glm-4.7,markdown,2,medium,2,9125,2,579,13227,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 47 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task2_rep3,zai-coding-plan/glm-4.7,markdown,2,medium,3,9237,2,738,13227,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task2_rep4,zai-coding-plan/glm-4.7,markdown,2,medium,4,11020,2,785,13227,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task2_rep5,zai-coding-plan/glm-4.7,markdown,2,medium,5,10551,2,653,13227,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task3_rep1,zai-coding-plan/glm-4.7,markdown,3,complex,1,9221,175,591,13086,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task3_rep2,zai-coding-plan/glm-4.7,markdown,3,complex,2,9165,2,626,13259,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 41 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task3_rep3,zai-coding-plan/glm-4.7,markdown,3,complex,3,8737,2,621,13259,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=49 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task3_rep4,zai-coding-plan/glm-4.7,markdown,3,complex,4,8538,2,581,13259,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task3_rep5,zai-coding-plan/glm-4.7,markdown,3,complex,5,8057,2,713,13259,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7_none_task1_rep1,zai-coding-plan/glm-4.7,none,1,simple,1,7792,10434,348,476,0,0,True,,True,,True,valid type: fix,True,ok,True,first word 'fix' is ok,True,ok,False,starts with uppercase 'F',False,"scope 'UserService' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':bug: ', got 'Fix null pointer exception whe'",False,no body present (Why: and What: sections required),False,"body has 0 words, minimum is 30",True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-247 footer,False,length=87 > 50,6,14
zai-coding-plan-glm-4.7_none_task1_rep2,zai-coding-plan/glm-4.7,none,1,simple,2,6148,2,331,10908,0,0,True,,True,,True,valid type: fix,True,ok,True,first word 'fix' is ok,True,ok,True,ok,False,"scope 'user-service' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':bug: ', got 'fix null pointer exception in '",False,"missing sections: Why:, What:",False,"body has 2 words, minimum is 30",True,no footers present,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-247 footer,False,length=102 > 50,7,14
zai-coding-plan-glm-4.7_none_task1_rep3,zai-coding-plan/glm-4.7,none,1,simple,3,7620,2,334,10908,0,0,True,,True,,True,valid type: fix,True,ok,True,first word 'handle' is ok,True,ok,True,ok,False,"scope 'UserService' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':bug: ', got 'handle null user record in fin'",False,"missing sections: Why:, What:",False,"body has 14 words, minimum is 30",True,no footers present,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-247 footer,False,length=55 > 50,7,14
zai-coding-plan-glm-4.7_none_task1_rep4,zai-coding-plan/glm-4.7,none,1,simple,4,6184,2,285,10908,0,0,True,,True,,True,valid type: fix,True,ok,True,first word 'fix' is ok,True,ok,True,ok,False,"scope 'UserService' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':bug: ', got 'fix null pointer exception in '",False,"missing sections: Why:, What:",False,"body has 2 words, minimum is 30",True,no footers present,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-247 footer,False,length=89 > 50,7,14
zai-coding-plan-glm-4.7_none_task1_rep5,zai-coding-plan/glm-4.7,none,1,simple,5,6136,2,314,10908,0,0,True,,True,,True,valid type: fix,True,ok,True,first word 'prevent' is ok,True,ok,True,ok,False,"scope 'service' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':bug: ', got 'prevent null pointer exception'",False,"missing sections: Why:, What:",False,"body has 15 words, minimum is 30",True,no footers present,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-247 footer,False,length=58 > 50,7,14
zai-coding-plan-glm-4.7_none_task2_rep1,zai-coding-plan/glm-4.7,none,2,medium,1,7977,137,404,10820,0,0,True,,True,,True,valid type: feat,True,ok,True,first word 'add' is ok,True,ok,True,ok,False,"scope 'middleware' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':sparkles: ', got 'add per-IP rate limiting middl'",False,"missing sections: Why:, What:",True,body has 34 words (range: 30-150),True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-312 footer,False,length=53 > 50,8,14
zai-coding-plan-glm-4.7_none_task2_rep2,zai-coding-plan/glm-4.7,none,2,medium,2,11817,2,460,10955,0,0,True,,True,,True,valid type: feat,True,ok,True,first word 'add' is ok,True,ok,True,ok,False,"scope 'middleware' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':sparkles: ', got 'add per-IP rate limiting with '",False,"missing sections: Why:, What:",True,body has 40 words (range: 30-150),True,no footers present,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-312 footer,False,length=61 > 50,8,14
zai-coding-plan-glm-4.7_none_task2_rep3,zai-coding-plan/glm-4.7,none,2,medium,3,8769,2,517,10955,0,0,True,,True,,True,valid type: feat,True,ok,True,first word 'add' is ok,True,ok,True,ok,False,"scope 'middleware' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':sparkles: ', got 'add per-IP rate limiting middl'",False,"missing sections: Why:, What:",False,"body has 29 words, minimum is 30",True,no footers present,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-312 footer,False,length=72 > 50,7,14
zai-coding-plan-glm-4.7_none_task2_rep4,zai-coding-plan/glm-4.7,none,2,medium,4,32860,2,409,10955,0,0,True,,True,,True,valid type: feat,True,ok,True,first word 'add' is ok,True,ok,True,ok,True,scope 'api' in allowed list,False,"expected description to start with ':sparkles: ', got 'add per-IP rate limiting middl'",False,"missing sections: Why:, What:",False,"body has 26 words, minimum is 30",True,no footers present,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-312 footer,True,length=46 <= 50,9,14
zai-coding-plan-glm-4.7_none_task2_rep5,zai-coding-plan/glm-4.7,none,2,medium,5,6402,2,401,10955,0,0,True,,True,,True,valid type: feat,True,ok,True,first word 'add' is ok,True,ok,True,ok,False,"scope 'middleware' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':sparkles: ', got 'add per-IP rate limiting with '",False,"missing sections: Why:, What:",True,body has 33 words (range: 30-150),True,no footers present,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-312 footer,False,length=61 > 50,8,14
zai-coding-plan-glm-4.7_none_task3_rep1,zai-coding-plan/glm-4.7,none,3,complex,1,6943,170,429,10820,0,0,True,,True,,True,valid type: feat,True,ok,True,first word 'replace' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,False,"expected description to start with ':sparkles: ', got 'replace jsonwebtoken with jose'",False,"missing sections: Why:, What:",True,body has 30 words (range: 30-150),True,all 2 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,BREAKING CHANGE footer present (146 chars),False,missing Ticket: PROJ-189 footer,False,length=60 > 50,9,14
zai-coding-plan-glm-4.7_none_task3_rep2,zai-coding-plan/glm-4.7,none,3,complex,2,6547,2,431,10988,0,0,False,could not extract commit message from output,False,could not extract commit message from output,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,0,0
zai-coding-plan-glm-4.7_none_task3_rep3,zai-coding-plan/glm-4.7,none,3,complex,3,9375,2,603,10988,0,0,True,,True,,True,valid type: feat,True,ok,True,first word 'replace' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,False,"expected description to start with ':sparkles: ', got 'replace jsonwebtoken library w'",False,"missing sections: Why:, What:",False,"body has 22 words, minimum is 30",True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,BREAKING CHANGE footer present (146 chars),False,missing Ticket: PROJ-189 footer,False,length=51 > 50,8,14
zai-coding-plan-glm-4.7_none_task3_rep4,zai-coding-plan/glm-4.7,none,3,complex,4,5988,2,434,10988,0,0,True,,True,,True,valid type: feat,True,ok,True,first word 'replace' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,False,"expected description to start with ':sparkles: ', got 'replace jsonwebtoken with jose'",False,"missing sections: Why:, What:",False,"body has 23 words, minimum is 30",True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,BREAKING CHANGE footer present (146 chars),False,missing Ticket: PROJ-189 footer,False,length=60 > 50,8,14
zai-coding-plan-glm-4.7_none_task3_rep5,zai-coding-plan/glm-4.7,none,3,complex,5,4796,2,315,10988,0,0,False,could not extract commit message from output,False,could not extract commit message from output,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,0,0
zai-coding-plan-glm-4.7_pseudocode-target_task1_pilot,zai-coding-plan/glm-4.7,pseudocode+target,1,simple,0,17329,15529,534,475,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 53 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=38 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task1_rep1,zai-coding-plan/glm-4.7,pseudocode,1,simple,1,8037,4851,612,10817,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task1_rep2,zai-coding-plan/glm-4.7,pseudocode,1,simple,2,9451,2,633,15666,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,False,"scope 'user' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=47 <= 50,13,14
zai-coding-plan-glm-4.7_pseudocode_task1_rep3,zai-coding-plan/glm-4.7,pseudocode,1,simple,3,8363,2,568,15666,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=46 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task1_rep4,zai-coding-plan/glm-4.7,pseudocode,1,simple,4,10269,2,684,15666,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task1_rep5,zai-coding-plan/glm-4.7,pseudocode,1,simple,5,7890,2,594,15666,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task2_rep1,zai-coding-plan/glm-4.7,pseudocode,2,medium,1,8265,144,711,15571,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 50 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=50 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task2_rep2,zai-coding-plan/glm-4.7,pseudocode,2,medium,2,12268,2,820,15713,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 60 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=50 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task2_rep3,zai-coding-plan/glm-4.7,pseudocode,2,medium,3,24004,2,1890,15713,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task2_rep4,zai-coding-plan/glm-4.7,pseudocode,2,medium,4,8546,2,766,15713,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 59 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task2_rep5,zai-coding-plan/glm-4.7,pseudocode,2,medium,5,6766,2,623,15713,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 54 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task3_rep1,zai-coding-plan/glm-4.7,pseudocode,3,complex,1,6892,178,576,15571,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task3_rep2,zai-coding-plan/glm-4.7,pseudocode,3,complex,2,22575,2,662,15747,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task3_rep3,zai-coding-plan/glm-4.7,pseudocode,3,complex,3,9219,2,737,15747,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7_pseudocode_task3_rep4,zai-coding-plan/glm-4.7,pseudocode,3,complex,4,9502,2,639,15747,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,False,length=53 > 50,13,14
zai-coding-plan-glm-4.7_pseudocode_task3_rep5,zai-coding-plan/glm-4.7,pseudocode,3,complex,5,7182,2,612,15747,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
zai-coding-plan-glm-5_markdown_task1_pilot,zai-coding-plan/glm-5,markdown,1,simple,0,39237,18169,372,448,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-5_markdown_task1_rep1,zai-coding-plan/glm-5,markdown,1,simple,1,27241,2426,556,10752,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-5_markdown_task1_rep2,zai-coding-plan/glm-5,markdown,1,simple,2,14100,2426,304,10752,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-5_markdown_task1_rep3,zai-coding-plan/glm-5,markdown,1,simple,3,12839,2426,301,10752,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-5_markdown_task1_rep4,zai-coding-plan/glm-5,markdown,1,simple,4,19701,58,317,13120,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-5_markdown_task1_rep5,zai-coding-plan/glm-5,markdown,1,simple,5,17013,2426,419,10752,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-5_markdown_task2_rep1,zai-coding-plan/glm-5,markdown,2,medium,1,20233,169,414,13056,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 51 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
zai-coding-plan-glm-5_markdown_task2_rep2,zai-coding-plan/glm-5,markdown,2,medium,2,22560,41,450,13184,0,0,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
