run_id,model,condition,task,task_complexity,rep,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_cost_usd,extraction_ok,extraction_error,structure_valid,structure_errors,rule_1_naming_pass,rule_1_naming_detail,rule_2_var_description_pass,rule_2_var_description_detail,rule_3_var_type_pass,rule_3_var_type_detail,rule_4_outputs_pass,rule_4_outputs_detail,rule_5_tags_pass,rule_5_tags_detail,rule_6_lifecycle_pass,rule_6_lifecycle_detail,rule_7_var_separation_pass,rule_7_var_separation_detail,rule_8_file_structure_pass,rule_8_file_structure_detail,rule_9_no_hardcoded_ids_pass,rule_9_no_hardcoded_ids_detail,rule_10_provider_pinned_pass,rule_10_provider_pinned_detail,rule_11_backend_pass,rule_11_backend_detail,rule_12_sensitive_pass,rule_12_sensitive_detail,rule_13_data_sources_pass,rule_13_data_sources_detail,rule_14_locals_pass,rule_14_locals_detail,auto_score,scored_rules,needs_manual_review,outcome_resources_present_pass,outcome_resources_present_detail,outcome_resource_coverage_pass,outcome_resource_coverage_detail,outcome_score
zai-coding-plan-glm-4.7-flash_none_task2_rep5,zai-coding-plan/glm-4.7-flash,none,2,medium,5,42231,7941,1918,8521,0,0,True,,True,,False,aws_internet_gateway.gw: too generic/short; aws_nat_gateway.gw: too generic/short; aws_eip.nat: too generic/short,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",False,missing tags on: ['aws_eip.nat'],True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,"2 data sources: ['aws_ami.amazon_linux_2023', 'aws_availability_zones.available']",False,no locals block defined,8,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
zai-coding-plan-glm-4.7-flash_none_task3_rep2,zai-coding-plan/glm-4.7-flash,none,3,complex,2,1115664,8041,2908,8417,0,0,True,,True,,False,aws_cloudwatch_log_group.ecs: too generic/short; aws_lb_target_group.ecs: too generic/short,True,all 10 variables have descriptions,True,all 10 variables have type constraints,True,"5 outputs defined: ['alb_dns_name', 'ecs_service_name', 'ecs_service_arn', 'rds_endpoint', 'secrets_manager_arn']",False,"missing tags on: ['aws_security_group.alb_sg', 'aws_security_group.ecs_sg', 'aws_security_group.rds_sg', 'aws_ecs_cluster.main', 'aws_db_instance.main']",True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,False,no backend configuration found,False,task requires sensitive values but none marked sensitive = true,False,task requires data sources but none defined,False,no locals block defined,6,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7-flash_none_task3_rep3,zai-coding-plan/glm-4.7-flash,none,3,complex,3,302815,8043,3379,8417,0,0,True,,True,,False,aws_ecs_task_definition.app: too generic/short; aws_lb.app: too generic/short; aws_lb_target_group.ecs: too generic/short; aws_kms_key.rds: too generic/short; aws_kms_key.alb: too generic/short,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"2 outputs defined: ['alb_dns_name', 'ecs_service_name']",False,"missing tags on: ['aws_ecs_cluster.main', 'aws_ecs_task_definition.app', 'aws_ecs_service.main', 'aws_lb.app', 'aws_lb_target_group.ecs']",True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,"sensitive vars: ['certificate_arn'], outputs: []",True,"4 data sources: ['aws_caller_identity.current', 'aws_region.current', 'aws_ami.amazon_linux_2', 'aws_availability_zones.available']",False,no locals block defined,9,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7-flash_none_task3_rep4,zai-coding-plan/glm-4.7-flash,none,3,complex,4,42478,8044,588,8417,0,0,True,,True,,False,aws_security_group.ecs: too generic/short; aws_security_group.rds: too generic/short,False,"missing description: ['vpc_id', 'private_subnets', 'alb_security_group_id', 'ecr_image_uri', 'certificate_arn']",False,"missing type: ['vpc_id', 'alb_security_group_id', 'ecr_image_uri', 'certificate_arn']",True,"2 outputs defined: ['alb_dns_name', 'ecs_service_name']",False,"missing tags on: ['aws_ecs_cluster.this', 'aws_ecs_task_definition.this', 'aws_ecs_service.this', 'aws_lb.this', 'aws_lb_target_group.this']",True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,False,no required_providers block found,False,no backend configuration found,False,task requires sensitive values but none marked sensitive = true,False,task requires data sources but none defined,True,locals block present,5,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7-flash_none_task3_rep5,zai-coding-plan/glm-4.7-flash,none,3,complex,5,125584,8044,3523,8417,0,0,True,,True,,False,aws_security_group.rds: too generic/short; aws_cloudwatch_log_group.ecs: too generic/short; aws_security_group.alb: too generic/short; aws_security_group.ecs: too generic/short; aws_lb_target_group.ecs: too generic/short,False,missing description: ['aws_region'],True,all 12 variables have type constraints,True,"6 outputs defined: ['alb_dns_name', 'ecs_service_name', 'rds_endpoint', 'task_definition_arn', 'task_execution_role_arn', 'task_role_arn']",False,"missing tags on: ['aws_secretsmanager_secret.db_credentials', 'aws_s3_bucket.lb_logs']",True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,False,no backend configuration found,False,task requires sensitive values but none marked sensitive = true,True,1 data sources: ['aws_caller_identity.current'],False,no locals block defined,6,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep1,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,1,16631,12285,593,8417,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 1 variables have descriptions,True,all 1 variables have type constraints,True,1 outputs defined: ['bucket_arn'],True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep2,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,2,33687,12287,585,8417,0,0,True,,True,,True,all 6 resource names are descriptive snake_case,True,all 1 variables have descriptions,True,all 1 variables have type constraints,True,1 outputs defined: ['bucket_id'],False,missing tags on: ['aws_s3_bucket.main_bucket'],True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,10,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep3,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,3,17083,20661,721,43,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 1 variables have descriptions,True,all 1 variables have type constraints,True,"2 outputs defined: ['bucket_arn', 'bucket_regional_domain_name']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,13,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep4,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,4,13558,12286,695,8417,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 1 variables have descriptions,True,all 1 variables have type constraints,True,"2 outputs defined: ['bucket_arn', 'bucket_regional_domain_name']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,11,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep5,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,5,13200,12125,650,8579,0,0,True,,True,,True,all 1 resource names are descriptive snake_case,True,all 3 variables have descriptions,True,all 3 variables have type constraints,True,1 outputs defined: ['bucket_arn'],True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,12,13,True,False,"missing 4/5 resources: ['aws_s3_bucket_versioning', 'aws_s3_bucket_server_side_encryption_configuration', 'aws_s3_bucket_public_access_block', 'aws_s3_bucket_lifecycle_configuration']",False,"only 1/5 resources (20%), need >=60%",0
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep1,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,1,303077,12418,2125,8417,0,0,False,could not extract Terraform HCL from output,False,could not extract Terraform HCL from output,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,0,0,False,False,no Terraform HCL extracted,False,no Terraform HCL extracted,0
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep2,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,2,55424,12414,2477,8417,0,0,True,,True,,True,all 16 resource names are descriptive snake_case,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"4 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip', 'nat_gateway_id']",False,missing tags on: ['aws_eip.nat_gateway_eip'],True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.amazon_linux_2023'],True,locals block present,11,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep3,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,3,49358,20790,2984,43,0,0,True,,True,,False,aws_internet_gateway.gw: too generic/short; aws_nat_gateway.nat: too generic/short; aws_eip.nat: too generic/short,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'web_server_public_ip']",False,missing tags on: ['aws_eip.nat'],True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,False,no required_providers block found,True,backend configured: s3,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.amazon_linux_2023'],True,locals block present,9,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep4,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,4,50694,20352,1929,478,0,0,True,,True,,False,aws_internet_gateway.igw: too generic/short,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 10 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.amazon_linux_2023'],True,locals block present,11,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep5,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,5,54483,20788,2468,43,0,0,False,could not extract Terraform HCL from output,False,could not extract Terraform HCL from output,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,0,0,False,False,no Terraform HCL extracted,False,no Terraform HCL extracted,0
zai-coding-plan-glm-4.7-flash_pseudocode_task3_rep1,zai-coding-plan/glm-4.7-flash,pseudocode,3,complex,1,59488,12411,3323,8417,0,0,True,,True,,False,aws_ecs_task_definition.app: too generic/short; aws_security_group.ecs: too generic/short; aws_security_group.alb: too generic/short; aws_cloudwatch_log_group.ecs: too generic/short,True,all 11 variables have descriptions,True,all 11 variables have type constraints,True,"9 outputs defined: ['alb_dns_name', 'alb_zone_id', 'ecs_service_name', 'ecs_task_definition_arn', 'rds_endpoint', 'secretsmanager_secret_arn', 'security_group_ecs_id', 'security_group_alb_id', 'target_group_arn']",False,"missing tags on: ['aws_ecs_cluster.main', 'aws_secretsmanager_secret.db_credentials']",True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,"sensitive vars: ['certificate_arn'], outputs: ['secretsmanager_secret_arn']",False,task requires data sources but none defined,True,locals block present,9,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task1_rep1,zai-coding-plan/glm-4.7,markdown,1,simple,1,15470,10219,836,8565,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['bucket_arn', 'bucket_id', 'bucket_name']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task1_rep2,zai-coding-plan/glm-4.7,markdown,1,simple,2,114264,9957,847,8825,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['bucket_arn', 'bucket_name', 'bucket_regional_domain_name']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task1_rep3,zai-coding-plan/glm-4.7,markdown,1,simple,3,25044,10065,839,8720,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['bucket_arn', 'bucket_id', 'bucket_name']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,13,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task1_rep4,zai-coding-plan/glm-4.7,markdown,1,simple,4,32578,9921,1220,8862,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['bucket_arn', 'bucket_name', 'bucket_domain_name']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task1_rep5,zai-coding-plan/glm-4.7,markdown,1,simple,5,33070,9776,1162,9008,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['bucket_arn', 'bucket_id', 'bucket_domain_name']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task2_rep1,zai-coding-plan/glm-4.7,markdown,2,medium,1,44030,10390,2069,8520,0,0,True,,True,,True,all 16 resource names are descriptive snake_case,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,"3 data sources: ['aws_ami.amazon_linux', 'aws_caller_identity.current', 'aws_availability_zones.available']",True,locals block present,12,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task2_rep2,zai-coding-plan/glm-4.7,markdown,2,medium,2,37492,10347,2091,8566,0,0,True,,True,,True,all 16 resource names are descriptive snake_case,False,no variables defined,False,no variables defined,True,"4 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip', 'web_instance_id']",True,all 12 taggable resources have tags,True,needs_review,True,needs_review (no variable blocks found),True,"file structure mentioned: ['main.tf', 'outputs.tf', 'locals.tf']",True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),False,task requires data sources but none defined,True,locals block present,10,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task2_rep3,zai-coding-plan/glm-4.7,markdown,2,medium,3,23871,10348,1586,8564,0,0,True,,True,,True,all 16 resource names are descriptive snake_case,False,no variables defined,False,no variables defined,False,no outputs defined,True,all 12 taggable resources have tags,True,needs_review,True,needs_review (no variable blocks found),True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,"2 data sources: ['aws_ami.amazon_linux_2023', 'aws_availability_zones.available']",True,locals block present,10,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task2_rep4,zai-coding-plan/glm-4.7,markdown,2,medium,4,27207,10185,2666,8727,0,0,True,,True,,True,all 16 resource names are descriptive snake_case,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,"3 data sources: ['aws_ami.amazon_linux', 'aws_caller_identity.current', 'aws_availability_zones.available']",True,locals block present,12,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task2_rep5,zai-coding-plan/glm-4.7,markdown,2,medium,5,29224,10190,2153,8721,0,0,True,,True,,True,all 16 resource names are descriptive snake_case,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,"2 data sources: ['aws_availability_zones.available', 'aws_ami.amazon_linux_2023']",True,locals block present,12,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task3_rep1,zai-coding-plan/glm-4.7,markdown,3,complex,1,38626,10041,2907,8869,0,0,True,,True,,True,all 20 resource names are descriptive snake_case,False,no variables defined,False,no variables defined,False,no outputs defined,True,all 13 taggable resources have tags,True,needs_review,True,needs_review (no variable blocks found),True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,False,task requires sensitive values but none marked sensitive = true,True,"2 data sources: ['aws_caller_identity.current', 'aws_region.current']",True,locals block present,9,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task3_rep2,zai-coding-plan/glm-4.7,markdown,3,complex,2,38248,10209,3200,8702,0,0,True,,True,,True,all 21 resource names are descriptive snake_case,False,no variables defined,False,no variables defined,False,no outputs defined,True,all 13 taggable resources have tags,True,needs_review,True,needs_review (no variable blocks found),True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,False,task requires sensitive values but none marked sensitive = true,True,1 data sources: ['aws_caller_identity.current'],True,locals block present,9,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task3_rep3,zai-coding-plan/glm-4.7,markdown,3,complex,3,39602,10189,3811,8719,0,0,True,,True,,True,all 20 resource names are descriptive snake_case,False,no variables defined,False,no variables defined,False,no outputs defined,True,all 13 taggable resources have tags,True,needs_review,True,needs_review (no variable blocks found),True,file structure mentioned: ['main.tf'],True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,False,task requires sensitive values but none marked sensitive = true,True,1 data sources: ['aws_caller_identity.current'],False,no locals block defined,8,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task3_rep4,zai-coding-plan/glm-4.7,markdown,3,complex,4,33019,10187,3020,8721,0,0,True,,True,,True,all 18 resource names are descriptive snake_case,True,all 24 variables have descriptions,True,all 24 variables have type constraints,True,"5 outputs defined: ['alb_dns_name', 'ecs_service_name', 'ecs_cluster_name', 'database_endpoint', 'database_secret_arn']",True,all 13 taggable resources have tags,True,needs_review,True,variables appear grouped,True,"file structure mentioned: ['main.tf', 'variables.tf', 'outputs.tf', 'data.tf', 'locals.tf']",False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,"sensitive vars: ['db_password', 'db_password'], outputs: ['database_endpoint']",True,"3 data sources: ['aws_caller_identity.current', 'aws_caller_identity.current', 'aws_caller_identity.current']",True,locals block present,12,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7_markdown_task3_rep5,zai-coding-plan/glm-4.7,markdown,3,complex,5,32376,10047,3292,8864,0,0,True,,True,,True,all 20 resource names are descriptive snake_case,True,all 12 variables have descriptions,True,all 12 variables have type constraints,True,"3 outputs defined: ['alb_dns_name', 'ecs_service_name', 'db_endpoint']",True,all 13 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,"sensitive vars: ['db_password'], outputs: ['db_endpoint']",True,1 data sources: ['aws_caller_identity.current'],True,locals block present,12,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7_none_task1_rep1,zai-coding-plan/glm-4.7,none,1,simple,1,12096,7918,1046,8416,0,0,True,,True,,True,all 6 resource names are descriptive snake_case,True,all 3 variables have descriptions,True,all 3 variables have type constraints,False,no outputs defined,False,missing tags on: ['aws_s3_bucket.this'],True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,9,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7_none_task1_rep2,zai-coding-plan/glm-4.7,none,1,simple,2,10858,7781,606,8553,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 3 variables have descriptions,True,all 3 variables have type constraints,False,no outputs defined,True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,10,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7_none_task1_rep3,zai-coding-plan/glm-4.7,none,1,simple,3,24017,7780,900,8554,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 3 variables have descriptions,True,all 3 variables have type constraints,False,no outputs defined,True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,False,no required_providers block found,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,9,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7_none_task1_rep4,zai-coding-plan/glm-4.7,none,1,simple,4,39265,7771,1263,8565,0,0,True,,True,,True,all 6 resource names are descriptive snake_case,True,all 3 variables have descriptions,True,all 3 variables have type constraints,True,"2 outputs defined: ['bucket_arn', 'bucket_name']",False,missing tags on: ['aws_s3_bucket.this'],True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: 5.48.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,10,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7_none_task1_rep5,zai-coding-plan/glm-4.7,none,1,simple,5,117732,7917,1142,8416,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 3 variables have descriptions,True,all 3 variables have type constraints,False,no outputs defined,True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: 5.0.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,10,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7_none_task2_rep1,zai-coding-plan/glm-4.7,none,2,medium,1,85917,8041,2718,8416,0,0,True,,True,,False,aws_eip.nat: too generic/short,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,False,no required_providers block found,False,no backend configuration found,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.amazon_linux_2023'],False,no locals block defined,8,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
zai-coding-plan-glm-4.7_none_task2_rep2,zai-coding-plan/glm-4.7,none,2,medium,2,31305,7903,99,8557,0,0,False,could not extract Terraform HCL from output,False,could not extract Terraform HCL from output,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,False,no Terraform HCL extracted,0,0,False,False,no Terraform HCL extracted,False,no Terraform HCL extracted,0
